# Nacc, Ndble, Tau, delT(iChan), ... V(iChan)
180993, 303, 0.5,   0, 0.5,   0, 0.24
181313, 304, 4.174,   4.174, 0,   0.09, 0
181966, 305, 2.584,   0, 2.584,   0, 0.216
181968, 306, 5.624,   0, 5.624,   0, 0.166
182675, 307, 0.334,   0, 0.334,   0, 0.243
183080, 308, 1.934,   0, 1.934,   0, 0.105
183091, 309, 0.984,   0, 0.984,   0, 0.138
183902, 310, 0.78,   0.78, 0.78,   0.0884, 0.0897
183917, 311, 0.712,   0.712, 0,   0.188, 0
184147, 312, 11.54,   11.54, 0,   0.0806, 0
184515, 313, 3.464,   3.464, 3.464,   0.0962, 0.0897
184615, 314, 7.308,   7.308, 7.308,   0.16, 0.121
184776, 315, 5.356,   5.356, 5.356,   0.115, 0.0834
185478, 316, 1.852,   0, 1.852,   0, 0.129
186295, 317, 0.208,   0.208, 0.208,   0.156, 0.085
186514, 318, 2.366,   2.366, 2.366,   0.12, 0.108
187219, 319, 3.396,   3.396, 3.396,   0.0791, 0.121
187507, 320, 3.372,   3.372, 3.372,   0.124, 0.0787
187574, 321, 1.6,   0, 1.6,   0, 0.127
189123, 322, 2.27,   2.272, 2.268,   0.118, 0.0866
189155, 323, 7.592,   0, 7.592,   0, 0.118
189598, 324, 3.996,   3.996, 0,   0.12, 0
190173, 325, 4.652,   0, 4.652,   0, 0.0975
190493, 326, 7.664,   7.664, 0,   0.0712, 0
190963, 327, 0.756,   0.756, 0.756,   0.293, 0.229
191278, 328, 1.4,   0, 1.4,   0, 0.249
192957, 329, 1.886,   1.886, 0,   0.0791, 0
193279, 330, 2.294,   0, 2.294,   0, 0.158
193551, 331, 1.076,   0, 1.076,   0, 0.105
193948, 332, 3.724,   3.724, 0,   0.11, 0
194276, 333, 0.394,   0.392, 0.396,   0.131, 0.118
194344, 334, 0.808,   0, 0.808,   0, 0.149
195266, 335, 6.8,   0, 6.8,   0, 0.358
195510, 336, 11.39,   11.39, 11.39,   0.106, 0.0959
195519, 337, 0.64,   0, 0.64,   0, 0.252
196162, 338, 0.396,   0, 0.396,   0, 0.254
196648, 339, 1.54,   1.542, 1.538,   0.0931, 0.0944
196814, 340, 0.376,   0.376, 0.376,   0.209, 0.147
196829, 341, 2.186,   2.186, 0,   0.113, 0
197785, 342, 0.358,   0, 0.358,   0, 0.0678
198725, 343, 5.148,   0, 5.148,   0, 0.101
199033, 344, 0.292,   0.292, 0.292,   0.187, 0.219
200061, 345, 0.24,   0.24, 0,   0.127, 0
200396, 346, 2.56,   0, 2.56,   0, 0.0741
201677, 347, 1.1,   0, 1.1,   0, 0.118
202912, 348, 1.64,   1.64, 1.64,   0.113, 0.143
204423, 349, 3.932,   0, 3.932,   0, 0.118
205568, 350, 3.692,   0, 3.692,   0, 0.085
206259, 351, 1.224,   1.224, 0,   0.107, 0
206445, 352, 0.292,   0, 0.292,   0, 0.102
206834, 353, 7.346,   7.346, 7.346,   0.11, 0.102
206970, 354, 0.968,   0.968, 0,   0.0994, 0
208584, 355, 1.35,   0, 1.35,   0, 0.198
208779, 356, 0.816,   0, 0.816,   0, 0.0991
209875, 357, 0.806,   0.808, 0.804,   0.14, 0.0709
210567, 358, 1.648,   1.648, 0,   0.135, 0
211819, 359, 9.532,   9.532, 9.532,   0.0962, 0.173
212102, 360, 3.92,   0, 3.92,   0, 0.0866
212151, 361, 3.312,   3.312, 3.312,   0.127, 0.0662
212420, 362, 4.722,   4.722, 4.722,   0.149, 0.154
212426, 363, 3.124,   3.124, 0,   0.0916, 0
212572, 364, 6.604,   6.604, 0,   0.0666, 0
213118, 365, 2.044,   0, 2.044,   0, 0.358
213335, 366, 4.656,   0, 4.656,   0, 0.0616
214001, 367, 0.192,   0, 0.192,   0, 0.0616
214031, 368, 0.372,   0.372, 0.372,   0.107, 0.0662
214571, 369, 5.282,   5.284, 5.28,   0.0775, 0.104
215266, 370, 10.21,   0, 10.21,   0, 0.358
215917, 371, 0.968,   0, 0.968,   0, 0.11
217280, 372, 3.114,   3.116, 3.112,   0.112, 0.348
217455, 373, 3.7,   3.7, 0,   0.115, 0
218134, 374, 3.292,   3.292, 0,   0.0962, 0
218927, 375, 2.99,   2.988, 2.992,   0.0869, 0.0975
219742, 376, 1.936,   1.936, 1.936,   0.117, 0.0944
219956, 377, 4.422,   4.422, 0,   0.132, 0
220667, 378, 2.48,   0, 2.48,   0, 0.227
220880, 379, 1.924,   0, 1.924,   0, 0.152
221161, 380, 3.84,   3.84, 3.84,   0.224, 0.305
221405, 381, 0.276,   0.276, 0.276,   0.145, 0.0725
221715, 382, 8.132,   8.132, 8.132,   0.143, 0.11
221783, 383, 0.2,   0.198, 0.202,   0.0869, 0.0803
221794, 384, 0.532,   0.532, 0,   0.213, 0
221859, 385, 12.25,   12.25, 12.25,   0.0634, 0.163
222305, 386, 0.204,   0, 0.204,   0, 0.0959
223894, 387, 2.128,   0, 2.128,   0, 0.0912
225193, 388, 0.462,   0.464, 0.46,   0.181, 0.147
225376, 389, 6.15,   6.148, 6.152,   0.127, 0.118
225784, 390, 1.344,   0, 1.344,   0, 0.0819
227569, 391, 0.536,   0, 0.536,   0, 0.305
228186, 392, 1.268,   1.268, 1.268,   0.109, 0.0959
228236, 393, 2.398,   0, 2.398,   0, 0.133
229080, 394, 2.6,   0, 2.6,   0, 0.0928
229733, 395, 2.192,   2.192, 2.192,   0.171, 0.229
230306, 396, 5.334,   5.336, 5.332,   0.0822, 0.0819
233323, 397, 10.43,   10.43, 10.43,   0.0916, 0.0975
234066, 398, 3.752,   0, 3.752,   0, 0.257
234947, 399, 4.392,   0, 4.392,   0, 0.299
234977, 400, 0.252,   0, 0.252,   0, 0.157
235008, 401, 1.172,   1.172, 1.172,   0.157, 0.216
235402, 402, 0.874,   0.876, 0.872,   0.0806, 0.0678
235599, 403, 0.824,   0, 0.824,   0, 0.0991
236562, 404, 0.342,   0.34, 0.344,   0.142, 0.0709
236860, 405, 1.726,   1.728, 1.724,   0.0822, 0.146
237295, 406, 10.53,   10.53, 0,   0.102, 0
237808, 407, 0.888,   0, 0.888,   0, 0.187
238676, 408, 1.352,   1.352, 1.352,   0.328, 0.13
239029, 409, 5.95,   0, 5.95,   0, 0.115
239609, 410, 1.964,   0, 1.964,   0, 0.101
240682, 411, 1.552,   0, 1.552,   0, 0.166
240759, 412, 2.928,   0, 2.928,   0, 0.126
241200, 413, 3.336,   0, 3.336,   0, 0.165
241346, 414, 7.272,   0, 7.272,   0, 0.0897
241396, 415, 1.728,   1.728, 1.728,   0.11, 0.144
241488, 416, 1.728,   1.728, 1.728,   0.201, 0.174
241539, 417, 1.014,   1.016, 1.012,   0.157, 0.335
242025, 418, 5.804,   0, 5.804,   0, 0.0662
242088, 419, 8.834,   0, 8.834,   0, 0.138
244209, 420, 1.056,   0, 1.056,   0, 0.199
244352, 421, 0.544,   0.544, 0.544,   0.204, 0.185
244415, 422, 0.678,   0.68, 0.676,   0.123, 0.0866
245375, 423, 4.944,   0, 4.944,   0, 0.11
248077, 424, 2.842,   2.844, 2.84,   0.0978, 0.0959
248195, 425, 0.354,   0.352, 0.356,   0.129, 0.0725
248558, 426, 8.288,   0, 8.288,   0, 0.0725
249045, 427, 2.668,   2.668, 2.668,   0.12, 0.124
249272, 428, 0.712,   0.712, 0.712,   0.0884, 0.0991
